Guess? yes no 
Height   short medium tall 
Weight   light middle  heavy 
Age      kid young middle old ancient 
Income   lower low-mid middle upp-mid upper 
Gender   male female 
Health   poor average good 
Home     condo apt. room house commune 
Area     rural suburb urban 
Transit  bus taxi train boat car plane 

tall	middle	young	upp-mid	female	average	house	rural	train	yes
medium	heavy	young	upp-mid	female	good	house	rural	boat	yes
medium	light	middle	upp-mid	female	average	condo	suburb	boat	yes
short	middle	middle	lower	female	poor	condo	rural	taxi	no
medium	heavy	young	lower	female	poor	condo	suburb	taxi	no
tall	middle	young	upper	female	average	condo	suburb	car	yes
tall	middle	old	lower	female	good	house	rural	train	no
tall	heavy	ancient	upper	male	good	house	suburb	boat	no
medium	middle	middle	upp-mid	male	good	house	rural	plane	yes
medium	middle	young	upp-mid	female	average	condo	urban	plane	yes
medium	middle	young	upp-mid	male	poor	house	urban	plane	yes
tall	light	young	upper	male	poor	condo	rural	plane	yes
short	light	middle	upper	female	good	house	suburb	boat	yes
short	light	young	upper	female	good	house	suburb	taxi	yes
tall	middle	ancient	upp-mid	female	poor	room	urban	car	no
tall	light	young	upp-mid	male	poor	condo	suburb	boat	yes
short	middle	middle	upp-mid	male	poor	condo	suburb	taxi	yes
short	middle	young	upper	male	good	house	suburb	car	yes
medium	light	middle	upp-mid	female	good	house	urban	boat	yes
short	middle	young	upp-mid	male	poor	condo	urban	boat	yes
medium	heavy	middle	lower	male	poor	commune	suburb	taxi	no
tall	middle	middle	upp-mid	female	average	condo	urban	car	yes
medium	heavy	middle	upp-mid	female	poor	condo	suburb	train	yes
short	light	middle	upp-mid	male	poor	house	urban	car	yes
short	light	middle	upper	female	poor	condo	suburb	taxi	yes
medium	light	young	upp-mid	male	average	condo	suburb	plane	yes
medium	heavy	ancient	upper	male	poor	room	rural	train	no
short	middle	middle	upper	male	good	condo	rural	taxi	yes
short	heavy	middle	upper	male	average	condo	urban	bus	yes
short	heavy	kid	lower	male	good	room	suburb	taxi	no
medium	middle	middle	upp-mid	female	poor	house	rural	train	yes
tall	middle	middle	upp-mid	female	average	condo	suburb	car	yes
medium	middle	young	upp-mid	female	poor	condo	suburb	bus	yes
short	heavy	middle	upper	male	poor	house	urban	bus	yes
short	light	middle	upp-mid	male	average	house	urban	car	yes
short	light	middle	upper	male	poor	condo	rural	car	yes
medium	middle	old	middle	female	good	apt.	rural	train	no
medium	heavy	young	upper	male	average	condo	rural	train	yes
tall	light	young	upp-mid	female	average	condo	urban	taxi	yes
tall	middle	middle	upper	male	poor	house	urban	boat	yes
tall	heavy	young	upper	male	average	house	urban	train	yes
short	heavy	ancient	middle	female	average	room	rural	bus	no
short	middle	middle	upper	female	poor	house	suburb	bus	yes
short	light	young	upp-mid	female	average	condo	urban	car	yes
short	middle	middle	upper	female	average	condo	rural	plane	yes
tall	middle	middle	upper	male	poor	condo	urban	taxi	yes
short	heavy	young	upp-mid	male	poor	condo	suburb	car	yes
short	light	middle	lower	female	average	commune	rural	boat	no
short	heavy	old	lower	female	average	condo	suburb	train	no
tall	middle	young	upper	female	poor	condo	suburb	bus	yes
medium	heavy	ancient	upper	female	poor	apt.	rural	train	no
tall	heavy	young	upper	male	poor	condo	rural	plane	yes
short	heavy	middle	upp-mid	male	good	house	urban	bus	yes
medium	light	old	lower	male	average	house	suburb	boat	no
short	middle	middle	upper	male	average	house	suburb	plane	yes
short	light	middle	lower	female	poor	apt.	suburb	plane	no
short	light	young	upp-mid	female	good	condo	suburb	train	yes
medium	middle	young	upp-mid	female	poor	condo	suburb	bus	yes
short	heavy	middle	lower	male	average	room	suburb	car	no
medium	heavy	young	middle	female	average	commune	urban	taxi	no
medium	middle	young	upper	male	average	house	suburb	bus	yes
medium	middle	kid	upp-mid	male	poor	apt.	rural	plane	no
tall	light	middle	upp-mid	male	good	condo	rural	plane	yes
short	heavy	ancient	middle	male	average	apt.	rural	boat	no
tall	light	young	upp-mid	female	average	condo	rural	plane	yes
tall	light	old	lower	female	good	commune	rural	bus	no
medium	light	old	lower	male	average	condo	rural	train	no
tall	middle	ancient	middle	male	good	house	urban	boat	no
tall	heavy	young	upp-mid	female	average	house	urban	train	yes
tall	heavy	kid	middle	male	poor	commune	rural	plane	no
medium	light	middle	middle	female	good	house	suburb	car	no
medium	middle	middle	upper	male	average	apt.	suburb	taxi	no
short	heavy	middle	upper	male	average	condo	suburb	train	yes
medium	heavy	young	upp-mid	male	good	house	urban	taxi	yes
medium	middle	young	middle	male	good	commune	urban	taxi	no
tall	middle	middle	upper	female	good	house	urban	plane	yes
medium	heavy	kid	middle	male	good	room	suburb	taxi	no
short	light	middle	upp-mid	male	good	condo	suburb	plane	yes
medium	heavy	young	upper	male	average	condo	rural	bus	yes
medium	light	young	upper	male	good	house	rural	car	yes
medium	heavy	middle	upper	female	good	condo	rural	taxi	yes
tall	heavy	middle	upper	female	good	condo	urban	bus	yes
tall	light	ancient	lower	male	average	apt.	suburb	plane	no
tall	light	middle	upper	male	good	condo	suburb	taxi	yes
tall	heavy	young	upp-mid	female	good	condo	rural	taxi	yes
medium	middle	old	middle	female	average	condo	urban	taxi	no
tall	middle	ancient	upper	male	poor	room	suburb	train	no
tall	light	young	upper	female	poor	house	suburb	boat	yes
short	middle	middle	low-mid	female	good	apt.	suburb	train	no
medium	middle	middle	low-mid	male	good	house	suburb	plane	no
tall	middle	young	upp-mid	female	poor	house	suburb	boat	yes
short	light	ancient	lower	male	poor	condo	rural	boat	no
medium	heavy	young	upper	female	average	house	rural	plane	yes
medium	light	kid	upper	male	average	commune	urban	taxi	no
short	heavy	middle	middle	male	good	commune	urban	taxi	no
medium	middle	ancient	low-mid	male	poor	room	urban	plane	no
tall	light	ancient	low-mid	female	poor	apt.	urban	taxi	no
tall	heavy	young	middle	male	good	house	rural	plane	no
medium	middle	ancient	low-mid	female	average	room	suburb	car	no
tall	heavy	old	upper	female	poor	commune	rural	plane	no
medium	middle	middle	middle	male	average	commune	urban	train	no
short	middle	old	lower	male	poor	commune	rural	train	no
tall	light	ancient	middle	male	average	house	urban	car	no
tall	middle	ancient	lower	female	average	condo	suburb	car	no
tall	heavy	middle	lower	female	poor	house	urban	boat	no
tall	heavy	kid	lower	male	average	house	rural	taxi	no
medium	middle	young	low-mid	female	poor	condo	urban	train	no
medium	light	middle	lower	female	good	apt.	suburb	car	no
tall	middle	middle	middle	male	good	apt.	suburb	boat	no
tall	light	ancient	upp-mid	female	good	apt.	suburb	plane	no
medium	middle	young	lower	female	good	condo	rural	plane	no
medium	middle	ancient	low-mid	female	poor	apt.	urban	car	no
tall	heavy	young	upper	female	poor	apt.	suburb	plane	no
tall	middle	kid	upper	female	good	apt.	rural	train	no
medium	middle	young	upp-mid	male	good	apt.	rural	taxi	no
short	middle	young	upp-mid	female	poor	condo	urban	plane	yes
medium	heavy	middle	low-mid	male	average	apt.	suburb	bus	no
tall	middle	young	lower	male	good	apt.	rural	taxi	no
tall	middle	middle	upper	male	average	condo	urban	taxi	yes
medium	middle	old	middle	female	good	house	rural	boat	no
tall	light	young	middle	female	average	apt.	urban	car	no
short	heavy	young	low-mid	female	poor	condo	urban	train	no
medium	middle	young	lower	male	good	apt.	urban	bus	no
tall	light	young	low-mid	female	poor	commune	rural	plane	no
short	light	middle	upper	female	good	house	urban	plane	yes
tall	middle	ancient	upper	male	good	room	urban	boat	no
medium	heavy	old	upper	male	average	house	urban	boat	no
tall	heavy	middle	lower	male	average	commune	rural	plane	no
tall	heavy	middle	upp-mid	female	average	apt.	urban	plane	no
tall	middle	old	low-mid	male	average	apt.	urban	taxi	no
medium	light	young	upp-mid	female	poor	condo	rural	bus	yes
medium	middle	middle	upper	male	poor	house	rural	boat	yes
short	middle	kid	middle	male	average	house	rural	boat	no
short	middle	young	upp-mid	female	average	apt.	urban	taxi	no
medium	middle	middle	low-mid	male	average	commune	suburb	train	no
medium	heavy	middle	upper	female	poor	condo	rural	taxi	yes
tall	heavy	ancient	lower	female	good	house	suburb	taxi	no
tall	heavy	ancient	low-mid	male	average	room	urban	train	no
tall	light	ancient	low-mid	male	average	commune	rural	train	no
medium	heavy	young	upp-mid	male	average	house	suburb	taxi	yes
medium	middle	young	upp-mid	male	poor	house	suburb	plane	yes
tall	heavy	ancient	lower	female	average	room	suburb	taxi	no
medium	heavy	young	low-mid	male	poor	commune	suburb	taxi	no
short	light	young	upp-mid	female	good	apt.	rural	train	no
medium	light	young	upper	female	average	house	rural	plane	yes
short	light	middle	low-mid	female	average	condo	urban	taxi	no
medium	heavy	old	lower	female	poor	apt.	urban	taxi	no
short	heavy	middle	upp-mid	male	good	condo	rural	car	yes
tall	heavy	middle	upp-mid	male	average	house	suburb	train	yes
medium	light	old	upper	male	good	house	rural	plane	no
medium	heavy	young	upper	female	average	house	rural	train	yes
tall	middle	young	upper	female	good	room	rural	plane	no
medium	middle	kid	middle	male	poor	apt.	suburb	plane	no
medium	middle	young	upper	female	average	condo	suburb	train	yes
medium	heavy	middle	upper	male	poor	house	suburb	boat	yes
tall	light	kid	upp-mid	female	poor	commune	urban	train	no
tall	light	young	upp-mid	male	average	house	rural	plane	yes
short	middle	young	upp-mid	male	average	condo	rural	train	yes
short	middle	kid	upp-mid	female	poor	commune	suburb	car	no
short	middle	ancient	middle	male	good	room	rural	plane	no
short	middle	middle	upp-mid	female	poor	condo	suburb	boat	yes
medium	middle	young	upp-mid	female	poor	house	urban	boat	yes
medium	heavy	middle	lower	female	average	room	rural	taxi	no
tall	middle	ancient	upp-mid	male	good	apt.	urban	car	no
short	middle	middle	upper	female	average	condo	suburb	boat	yes
tall	middle	young	upper	female	good	condo	rural	boat	yes
tall	light	young	upp-mid	male	good	room	rural	taxi	no
short	light	young	upper	female	good	house	urban	taxi	yes
medium	light	young	upper	male	good	condo	rural	bus	yes
medium	middle	middle	middle	male	poor	house	urban	boat	no
